iter	Logloss
783	0.1295637819
784	0.1293966134
785	0.1292927074
786	0.1292117505
787	0.1291345506
788	0.1289954012
789	0.1289142148
790	0.1287951149
791	0.1286923533
792	0.1285312348
793	0.1283239799
794	0.1281420443
795	0.1280649015
796	0.1279024571
797	0.1277703107
798	0.127567325
799	0.1274014219
800	0.1273562887
801	0.1272966621
802	0.1272485977
803	0.1271040511
804	0.1270526214
805	0.1269342673
806	0.1267052721
807	0.1265550224
808	0.1265013329
809	0.1262644801
810	0.1261219196
811	0.1260777526
812	0.1258781317
813	0.1258321373
814	0.1257720011
815	0.1255918254
816	0.1255596453
817	0.1252434327
818	0.1251718127
819	0.1250299447
820	0.1249188396
821	0.124793551
822	0.1245710898
823	0.1243991674
824	0.1242153186
825	0.124068162
826	0.1240037705
827	0.123900913
828	0.1238554365
829	0.1237994996
830	0.1236821065
831	0.1234850156
832	0.1233316005
833	0.1232192417
834	0.1231032833
835	0.1230534139
836	0.122827636
837	0.1226570469
838	0.122517216
839	0.1223913277
840	0.1222588595
841	0.122143919
842	0.1220642833
843	0.1219372091
844	0.121794311
845	0.1216458768
846	0.1215168962
847	0.1213499294
848	0.121294771
849	0.1211801324
850	0.1209528232
851	0.1209048517
852	0.1207807799
853	0.1207468095
854	0.120681772
855	0.1205164066
856	0.120396078
857	0.1202611398
858	0.1201090674
859	0.1199518585
860	0.1198531047
861	0.1197616434
862	0.1196120134
863	0.119554236
864	0.1192531436
865	0.1191634319
866	0.1190649372
867	0.1189382814
868	0.1187895633
869	0.1187007166
870	0.1185504258
871	0.1184917127
872	0.1183755662
873	0.1182575284
874	0.1182034779
875	0.1179986778
876	0.1179574774
877	0.1178345541
878	0.1177971874
879	0.1177059315
880	0.1175644502
881	0.1174623883
882	0.11735519
883	0.1171950851
884	0.1170670103
885	0.1169799897
886	0.1168703027
887	0.1167668618
888	0.1166252911
889	0.116551243
890	0.1163687426
891	0.1162072855
892	0.1160554867
893	0.1159845478
894	0.1158492778
895	0.1157529205
896	0.1156539605
897	0.1154467362
898	0.1153264368
899	0.1151693642
900	0.1151151021
901	0.1149950264
902	0.114861199
903	0.1147830516
904	0.1146274442
905	0.1145618531
906	0.1144673862
907	0.1142991531
908	0.1142033677
909	0.1140841705
910	0.1140240232
911	0.113872451
912	0.1136760857
913	0.1135443422
914	0.1133862629
915	0.1132508674
916	0.1130847209
917	0.1130251564
918	0.1129461977
919	0.1127723561
920	0.1127003704
921	0.1124743038
922	0.1124218037
923	0.1123591582
924	0.1121951395
925	0.1120718082
926	0.1119842995
927	0.111891048
928	0.1117877288
929	0.1116435819
930	0.111591888
931	0.1114736841
932	0.1113276085
933	0.1112691602
934	0.1112090675
935	0.1110475208
936	0.1109443443
937	0.1107376766
938	0.1106650707
939	0.1105191525
940	0.1103845649
941	0.1101670383
942	0.1100687728
943	0.1099743522
944	0.1099233235
945	0.1098133575
946	0.1097279427
947	0.1096518726
948	0.1095138615
949	0.1094445432
950	0.1093298266
951	0.1092051883
952	0.1090682581
953	0.1089392189
954	0.1088251247
955	0.1087210448
956	0.1086591422
957	0.1084770374
958	0.1083555159
959	0.1082853294
960	0.1081400447
961	0.1079678431
962	0.1077915194
963	0.1076731974
964	0.1075833654
965	0.1074792841
966	0.1074161833
967	0.1073596739
968	0.1072359772
969	0.1071051497
970	0.1069160244
971	0.1067913008
972	0.1066833225
973	0.1065448521
974	0.1064504159
975	0.1064129022
976	0.1062715276
977	0.1062352179
978	0.1060433938
979	0.1059345866
980	0.1058552223
981	0.1057228087
982	0.1056821526
983	0.1055993888
984	0.1055180329
985	0.1054772579
986	0.1053422938
987	0.105241742
988	0.1050944103
989	0.1049965348
990	0.104859129
991	0.1048058585
992	0.1046340601
993	0.1044437011
994	0.10433301
995	0.1042308755
996	0.1041268494
997	0.104021305
998	0.1039742493
999	0.1038584499
