iter	Logloss
748	0.1484639929
749	0.1482640888
750	0.1481647841
751	0.1480619973
752	0.1478318031
753	0.1476846047
754	0.1475907597
755	0.1474310499
756	0.1473151566
757	0.1471352533
758	0.1469207904
759	0.1465898391
760	0.1462623526
761	0.1460508644
762	0.1459337199
763	0.145671757
764	0.1455915784
765	0.1453489076
766	0.1453224497
767	0.1450873121
768	0.1449584086
769	0.1447862923
770	0.1446678004
771	0.1446559976
772	0.1444162141
773	0.1443281961
774	0.1441512852
775	0.1439995372
776	0.1437493071
777	0.1436517173
778	0.143378809
779	0.1432169293
780	0.1430774216
781	0.1428801685
782	0.1427942241
783	0.1426115473
784	0.142367363
785	0.1422207771
786	0.1421251734
787	0.1420320196
788	0.1419258555
789	0.1417812207
790	0.1416137328
791	0.1414955734
792	0.141418842
793	0.1413086532
794	0.1410969988
795	0.1408652647
796	0.1407407183
797	0.1405522758
798	0.1404440644
799	0.1402957899
800	0.1402620876
801	0.1401061749
802	0.1399402093
803	0.1397790996
804	0.1395650741
805	0.1393459828
806	0.1391051056
807	0.1390514286
808	0.1389543726
809	0.1389146332
810	0.1388056956
811	0.1386659955
812	0.1384929342
813	0.1384221523
814	0.1383491481
815	0.1382918664
816	0.138032292
817	0.137979385
818	0.1377879939
819	0.1376605078
820	0.137628669
821	0.1373437479
822	0.1371574489
823	0.1370890644
824	0.1368755813
825	0.1366921521
826	0.136649403
827	0.1364949078
828	0.1362400055
829	0.1361600893
830	0.1360408013
831	0.1359217845
832	0.1358509939
833	0.1358088397
834	0.1356193735
835	0.1355195702
836	0.1353662998
837	0.1352347628
838	0.1350858233
839	0.1349339266
840	0.1347107844
841	0.1345111689
842	0.1343855202
843	0.1342022047
844	0.1341430419
845	0.1338891633
846	0.1337935071
847	0.1337692016
848	0.13359978
849	0.1334629671
850	0.1333048409
851	0.133222475
852	0.1331017345
853	0.1329719823
854	0.1329116734
855	0.1328016684
856	0.1325877653
857	0.1325371244
858	0.1323766621
859	0.1322919513
860	0.1322320361
861	0.132119275
862	0.131983512
863	0.1318499364
864	0.1316761927
865	0.1314342044
866	0.1312960703
867	0.131161891
868	0.1310530146
869	0.1309987164
870	0.1309305419
871	0.1308366006
872	0.1306664791
873	0.1304984486
874	0.1303562112
875	0.1302970746
876	0.1301888457
877	0.1301066022
878	0.1299818284
879	0.1298416908
880	0.1297812156
881	0.1297047816
882	0.1296806423
883	0.1295615467
884	0.1295466029
885	0.1294557676
886	0.1293094093
887	0.1291558152
888	0.1290815686
889	0.128921395
890	0.128710528
891	0.1286212851
892	0.1285271601
893	0.1283812567
894	0.1282233667
895	0.1281352962
896	0.1279118739
897	0.1276898165
898	0.1275007353
899	0.1274796757
900	0.127334096
901	0.1272806728
902	0.1271334307
903	0.127013189
904	0.1269413834
905	0.1268340382
906	0.1266790617
907	0.1265461948
908	0.126442638
909	0.1263680064
910	0.1262324359
911	0.1260797168
912	0.125920112
913	0.1257289571
914	0.1256964622
915	0.1256033346
916	0.1254482182
917	0.1254125648
918	0.1253009936
919	0.1250990946
920	0.1250102804
921	0.1249495865
922	0.1247725618
923	0.1246566685
924	0.1245871903
925	0.1244988923
926	0.1244465889
927	0.1242318985
928	0.1240125446
929	0.1238228159
930	0.1236594489
931	0.1234513029
932	0.1234108636
933	0.1233444039
934	0.1232063223
935	0.1231309296
936	0.1231189868
937	0.1230275565
938	0.122964684
939	0.1229189776
940	0.1228321145
941	0.1227698545
942	0.1225982456
943	0.1225415414
944	0.1224317113
945	0.122356371
946	0.122278826
947	0.1222335833
948	0.1221837385
949	0.1221185912
950	0.1220424022
951	0.1220012455
952	0.1218865771
953	0.1217608321
954	0.1216872854
955	0.121597395
956	0.1215340326
957	0.1214264686
958	0.1214165556
959	0.1213080205
960	0.1211685828
961	0.1210066244
962	0.1208532666
963	0.1208199667
964	0.1206913169
965	0.1206795579
966	0.1206387336
967	0.1206232998
968	0.1205336894
969	0.120464255
970	0.1204008575
971	0.1203485541
972	0.1202658732
973	0.1201459202
974	0.1199368556
975	0.1198945964
976	0.1198583305
977	0.1196837119
978	0.1195785452
979	0.1195091633
980	0.1193845819
981	0.1193025746
982	0.1191102299
983	0.1189492602
984	0.1188684603
985	0.1187479474
986	0.1186504626
987	0.118545856
988	0.1184722305
989	0.1183311567
990	0.1182679518
991	0.1181930577
992	0.1181533359
993	0.1180771731
994	0.1179678856
995	0.1178452903
996	0.1176768137
997	0.1175035074
998	0.1174041678
999	0.1172763404
